Name	Set	ImageFile	Release	Info	Property	Uniqueness	Type	Mission/ Dilemma Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Quadrant	Span	Icons	Staff	Characteristics/ Keywords	Requires	Persona	Command	Lore	Reports	Names	Text
Gozar	Virtual_b01_OTF_Open_Warp	tng_70Va	TNG	70 V	TNG		Personnel		Ferengi	OFFICER	3	7	6					[Cmd]		Ferengi; Male;				Talented Ferengi officer. Recruited by Bok to help in the capture and ransom of Jason Vigo. Devotee of the Rules of Acquisition.		Bok;Jason Vigo	OFFICER Acquisition Exobiology Leadership Navigation Treachery Diplomacy
Kayron	Virtual_b01_OTF_Open_Warp	tng_71V	TNG	71 V	TNG	univ	Personnel		Ferengi	SECURITY	5	7	6					[Stf]		Ferengi; Male; Mission Specialist;				One of many junior crew members often found on D'Kora marauders. Part of Letek's landing party. Berik's nephew. Former assay assistant on Lappa IV.		Letek;Berik	SECURITY SCIENCE
Kol (The Next Generation)	Virtual_b01_OTF_Open_Warp	tng_72V	TNG	72 V	TNG		Personnel		Ferengi	SCIENCE	6	6	5					[Stf]		Ferengi; Male;				Ferengi scientist serving under Goss. Studied the Barzan wormhole with Dr. Arridor. Didn't realize the significance of the meson and lepton fluctuations.		Goss;Dr. Arridor	SCIENCE Diplomacy Navigation Greed Stellar Cartography Attributes all +2 if with {Goss} or {Dr. Arridor}.
Levin	Virtual_b01_OTF_Open_Warp	tng_73V	TNG	73 V	TNG	univ	Personnel		Ferengi	MEDICAL	7	6	5							Ferengi; Male; Nurse;				Typical nurse found throughout the Ferengi Alliance. Now working with the privateer Lurin. Cousin of Broik. Collects antique musical recordings.		Lurin;Broik	MEDICAL Exobiology Biology Music
Mordoc (The Next Generation)	Virtual_b01_OTF_Open_Warp	tng_74V	TNG	74 V	TNG	univ	Personnel		Ferengi	SECURITY	4	6	7					[Stf]		Ferengi; Male;				Representative Ferengi security officer. Often part of away teams to strange, new worlds. Helped steal an energy converter. Disgusted by clothed females.			SECURITY Stellar Cartography Treachery Transporter Skill
Obol	Virtual_b01_OTF_Open_Warp	tng_75V	TNG	75 V	TNG	univ	Personnel		Ferengi	SECURITY	4	7	5					[Stf]		Ferengi; Male; Support Personnel;				Typical Ferengi soldier. Aspiring inventor and employee of Lurin. Tired of Klingon rations.		Lurin	SECURITY ENGINEER Greed
Quark (The Next Generation)	Virtual_b01_OTF_Open_Warp	tng_76V	TNG	76 V	TNG		Personnel		Ferengi	CIVILIAN	5	8	3							Ferengi; Bartender; Deep Space 9-related personnel; Duras-related; Male;				Opportunistic bartender on Deep Space 9. Traded information about the Sisters of Duras in exchange for erasing William T. Riker's gambling winnings.		Sisters of Duras;William T. Riker	CIVILIAN Computer Skill x 2 Acquisition Greed Diplomacy Anthropology DL/ {Any PADD}
Rata	Virtual_b01_OTF_Open_Warp	tng_77V	TNG	77 V	TNG	univ	Personnel		Ferengi	OFFICER	5	7	6					[Stf]		Ferengi; Male;				Profiteer representive of Ferengi second officers. Opposed Bok's decision to give away the salvaged U.S.S. Stargazer at no cost.		Bok	OFFICER Treachery Acquisition Greed Geology Astrophysics
B'Somgh	Virtual_b01_OTF_Open_Warp	tng_78V	TNG	78 V	TNG	univ	Personnel		Klingon	ENGINEER	7	6	7					[Stf]		Klingon; I.K.S. Pagh-related personnel; Male;				Warp drive specialist aboard the I.K.S. Pagh, representative of engineers in the Klingon Defense Force. Considered a gourmand by shipmates.			ENGINEER Exobiology Physics Astrophysics Biology
Captain Worf	Virtual_b01_OTF_Open_Warp	tng_79V	TNG	79 V	TNG		Personnel		Klingon	SECURITY	8	6	10					[Cmd]		Klingon; Captain; Male; U.S.S. Enterprise-related personnel;		Worf	U.S.S. Enterprise	To persuade K'Temoc not to attack, Worf served as acting captain of the U.S.S. Enterprise. Mate of K'Ehleyr. Finds the command chair "comfortable."		K'Ehleyr	SECURITY OFFICER Diplomacy Navigation Honor x 2 If with {any K'Ehleyr}, both are attributes all +2.
Commander K'Ehleyr	Virtual_b01_OTF_Open_Warp	tng_80V	TNG	80 V	TNG		Personnel		Klingon	V.I.P.	7	8	7					[Stf]		Klingon/Human; Female; U.S.S. Enterprise-related personnel;		K'Ehleyr		1/2 Klingon, 1/2 human romantically involved with Worf. K'Ehleyr posed as first officer of the U.S.S. Enterprise in 2365. She left Worf incomplete.		Worf	V.I.P. OFFICER Honor Anthropology Diplomacy Law
Jean-Luc Picard (The Next Generation)	Virtual_b01_OTF_Open_Warp	tng_81V	TNG	81 V	TNG		Personnel		Klingon	V.I.P.	8	9	6							Human; Male;				Appointed by K'mpec to serve as Arbiter of Succession. Asked to discover the Chancellor's poisoner and stave off a Klingon civil war.			V.I.P. Diplomacy x 2 Anthropology Honor Law DL/ {Arbiter of Succession} (if with an opponent's Klingon).
Kahless (The Next Generation)	Virtual_b01_OTF_Open_Warp	tng_82V	TNG	82 V	TNG		Personnel		Klingon	V.I.P.	10	5	8							Klingon; Emperor; Male;				"The greatest warrior of them all." Clone of the unforgettable Klingon leader. Fulfilled prophecy. Installed as ceremonial Emperor in 2369.			V.I.P. Honor x 2 Anthropology Leadership x 3 DL/ {Warrior's Birthright}
Kitrik (The Next Generation)	Virtual_b01_OTF_Open_Warp	tng_83V	TNG	83 V	TNG		Personnel		Klingon	MEDICAL	7	6	8					[Stf]		Klingon; Male;				"The Tyrant Molor" in the Kot'baval Festival. Eager to help warriors deepen their understanding of Klingon heritage. Research on Maranga IV outpost.			MEDICAL SCIENCE Geology Computer Skill
Konmel (The Next Generation)	Virtual_b01_OTF_Open_Warp	tng_84V	TNG	84 V	TNG		Personnel		Klingon	OFFICER	8	5	8					[Stf]		Klingon; Male;				Former lieutenant in the Klingon Defense Force. Deserted with Korris and Kunivas to restore glory to the Empire. Expert at concealing weaponry.			OFFICER Honor Computer Skill Stellar Cartography DL/ {Klingon Disruptor} (if with {Korris}).
Koroth (The Next Generation)	Virtual_b01_OTF_Open_Warp	tng_85V	TNG	85 V	TNG		Personnel		Klingon	SCIENCE	7	7	6							Klingon; Male;				High cleric of Boreth. Responsible for cloning Kahless in an attempt to restore hope to his people.			SCIENCE Archaeology Biology MEDICAL Once per game, if on {Boreth}, may download {Kahless} OR {Clone Machine} there.
Korris (The Next Generation)	Virtual_b01_OTF_Open_Warp	tng_86V	TNG	86 V	TNG		Personnel		Klingon	OFFICER	8	6	8					[Cmd]		Klingon; Captain; Male;				Renegade captain that sought an honorable death. To him, peace was a living death. Deserted with Konmel and Kunivas to restore Imperial glory.			OFFICER Honor ENGINEER SECURITY May volunteer for random selections (if applicable).
Losta	Virtual_b01_OTF_Open_Warp	tng_87V	TNG	87 V	TNG	univ	Personnel		Klingon	OFFICER	6	6	7					[Stf]		Klingon; Male;				Follower of Kahless. Representative of young male Klingons eager to study the teachings of Kahless at the sacred Boreth monastery.			OFFICER Geology Navigation Youth DL/ {Lower Decks} (if present with {Kahless} or on {Boreth}).
Q'elyn	Virtual_b01_OTF_Open_Warp	tng_88V	TNG	88 V	TNG	univ	Personnel		Klingon	ENGINEER	5	8	7							Klingon; I.K.S. Pagh-related personnel; Male; Mission Specialist; Rura Penthe-related personnel;				Representative of low-level technicians throughout the Klingon Empire. Before serving on the I.K.S. Pagh, worked as a supply agent on Rura Penthe.			ENGINEER Acquisition
William T. Riker (The Next Generation)	Virtual_b01_OTF_Open_Warp	tng_89V	TNG	89 V	TNG		Personnel		Klingon	OFFICER	7	7	7					[Cmd]		Human; I.K.S. Pagh-related personnel; Male;			I.K.S. Pagh	The first Starfleet officer to serve on a Klingon ship as part of an exchange program. Commanded the I.K.S. Pagh after relieving Kargan of duty.			OFFICER Leadership Navigation Anthropology Honor Transporter Skill DL/ {Emergency Transport Unit}
Zegov	Virtual_b01_OTF_Open_Warp	tng_90V	TNG	90 V	TNG	univ	Personnel		Klingon	ENGINEER	4	5	8					[Cmd]		Klingon; Duras-related; Female; I.K.S. Pagh-related personnel;				Typical Klingon female inspired by the Sisters of Duras. Ruthlessly supervised the I.K.S. Pagh engine room. Curious about William T. Riker's endurance.			ENGINEER Astrophysics Treachery Greed SECURITY
Livingston	Virtual_b01_OTF_Open_Warp	tng_91V	TNG	91 V	TNG		Personnel		Neutral	ANIMAL	2	1	NO							Lionfish; Male;				Male lionfish. Survived a crash-landing on Veridian III. Confidant of Jean-Luc Picard. Object of curiosity.			ANIMAL Any matching commander of ship he is aboard is attributes all +2 where present. DL/ {Ready Room Door}
Dr. Syrus	Virtual_b01_OTF_Open_Warp	tng_92V	TNG	92 V	TNG	univ	Personnel		Non-Aligned	MEDICAL	5	8	4					[AU][Stf]		Tilonian; Male; Mission Specialist;				Tilonian psychiatrist created by Suna as part of a plan to brainwash Riker. Worked in Ward 47 of the Tilonus Institute for Mental Disorders.			MEDICAL Law
Koral (The Next Generation)	Virtual_b01_OTF_Open_Warp	tng_93V	TNG	93 V	TNG		Personnel		Non-Aligned/Klingon	CIVILIAN	3	4	10					[Cmd]		Klingon; Male; Stone of Gol-related personnel; Stone of Gol-related personnel;			Klingon shuttle	Dour smuggler of few words. Acquired part of the Stone of Gol for Baran. Commanded a Klingon shuttle. Disliked games and replicated bloodwine.			CIVILIAN Archaeology Smuggling Navigation Treachery Stellar Cartography
Vash (The Next Generation)	Virtual_b01_OTF_Open_Warp	tng_94V	TNG	94 V	TNG		Personnel		Non-Aligned	SCIENCE	4	7	5							Human; Female; Thief;				Treasure hunter, archaeologist, liar, and thief romantically involved with Jean-Luc Picard. Partnered with Q to explore distant Gamma Quadrant ruins.		Jean-Luc Picard	SCIENCE Archaeology x 2 Treachery Anthropology Smuggling Acquisition DL/ {Dig}
Will Riker	Virtual_b01_OTF_Open_Warp	tng_95V	TNG	95 V	TNG		Personnel		Non-Aligned/Federation	OFFICER	5	7	7					[Cmd]		Human; Male; Stone of Gol-related personnel;		William T. Riker		William T. Riker "went renegade" to penetrate Baran's crew during the hunt for the Stone of Gol.			OFFICER SECURITY Diplomacy Anthropology Treachery Transporter Skill DL/ {Dropping In}
Ferengi Scout Vessel	Virtual_b01_OTF_Open_Warp	tng_96V	TNG	96 V	TNG	univ	Ship		Ferengi	Scout Class	7	4	5						[Stf] 	Ferengi ship; Scout;				Typical of small Ferengi craft converted for long-range missions. Often used to search for new business opportunities.			
Kurdon	Virtual_b01_OTF_Open_Warp	tng_97V	TNG	97 V	TNG		Ship		Ferengi	D'Kora-Class Marauder	8	8	8						[Cmd][Stf][Stf] 	D'Kora-class; Ferengi ship; Holodeck; Tractor Beam;			DaiMon Bok;Kazago;	Commanded by DaiMon Bok during his quest for vengeance against Captain Picard. First officer Kazago commanded following Bok's arrest.			Tractor Beam, Holodeck DL/ Any [TNG][Fer] personnel
Batris	Virtual_b01_OTF_Open_Warp	tng_98V	TNG	98 V	TNG		Ship		Klingon/Non-Aligned	Talarian Freighter	8	5	5						[Cmd][Stf] 	Freighter; Klingon ship; Tractor Beam;			Korris	Talarian freighter hijacked by three Klingons in pursuit of a warrior's death. Commanded by Korris, who then destroyed the I.K.S. T'Acog.			Tractor Beam WEAPONS +5 vs. [Kli].
I.K.S. Pagh (The Next Generation)	Virtual_b01_OTF_Open_Warp	tng_99V	TNG	99 V	TNG		Ship		Klingon	K'Vort Class	7	7	6						[Stf] 	Bird-of-Prey; Cloaking Device; Klingon ship; Tractor Beam;			Kargan	Klingon Defense Force Bird-of-Prey commanded by Kargan. Tritanium hull plating attracted subatomic bacteria in 2365.			Cloaking Device, Tractor Beam In battle, draw an extra Tactic.
Continuing Mission *VP	Virtual_OTF_Open_Warp	Continuing-MissionVP	VP	79 VP	TNG		Incident																				Seed one on table. You may download one [WC] card. Your personnel and ships that have a Star Trek: The Next Generation or Star Trek Generations property logo gain [TNG] (even if not in play). Once each turn, when you play a [TNG] personnel with four or fewer [*] icons (and no DL/ ), you may draw a card. Discard this incident if you play (or have played) a non-[TNG] personnel or ship.
Armus - Skin of Evil	Trad_Virtual_b01_OTF_Open_Warp	tngsup_1V	TNG+	1 V	TNG		Dilemma	[P]																A malevolent being was formed when the inhabitants of Vagra II rid themselves of all the evil they had inside.			Kills one Away Team member (random selection). Discard dilemma.
Birth of "Junior"	Trad_Virtual_b01_OTF_Open_Warp	tngsup_2V	TNG+	2 V	TNG		Dilemma	[S]																Large infant spaceborne life-form. Attached itself to the U.S.S. Enterprise in 2368, sucking energy from the ship.			Place on ship. End of each turn, RANGE reduced by 1; if reduced to 0, ship destroyed. Nullify with 3 ENGINEER.
Radioactive Garbage Scow	Trad_Virtual_b01_OTF_Open_Warp	RGS_TNGSUP	TNG+	3 V	TNG		Dilemma	[S]													Tractor Beam;			Barges containing dangerous waste can be adrift for centuries. One such barge threatened Gamelon V in 2367.			Place on mission; mission attempt ends. Mission can't be attempted here. Ship with Tractor Beam and 2 ENGINEER can tow Scow.
The Arsenal: Divided	Virtual_b01_OTF_Open_Warp	tngsup_4V	TNG+	4 V	TNG		Dilemma	[S]																While confronting the Echo Papa 607 weapons system, Geordi La Forge ordered a saucer separation to protect the ship's crew. He took command of the stardrive section.			Divide your unique crew members into two face-down piles. One pile is "stopped" (opponent's choice). To get past, ship must be staffed and have INTEGRITY>27 remaining.
The Arsenal: Separated	Virtual_b01_OTF_Open_Warp	tngsup_5V	TNG+	5 V	TNG		Dilemma	[S/P]																While investigating the Arsenal of Freedom on Minos, a sudden attack separated the crew of the Enterprise.			Divide your unique personnel into two face-down piles. One pile is "stopped" (opponent's choice). To get past requires CUNNING>27 remaining.
Topological Anomaly 4747	Virtual_b01_OTF_Open_Warp	tngsup_6V	TNG+	6 V	TNG		Dilemma	[S]										[3]						Invasive program created in 2368 by Data and Geordi La Forge to cause the total system failure of the Borg Collective.			Borg and [Holo] personnel, androids, and one ENGINEER here (random selection) are placed in stasis. Cure on your next turn with new SCIENCE arriving or when countdown expires.
Virus	Virtual_b01_OTF_Open_Warp	tngsup_7V	TNG+	7 V	TNG		Dilemma	[S]										[3]		Virus-related dilemma;				Ancient Iconian computer programs transmitted to the U.S.S. Yamato, U.S.S. Enterprise, and Haakona attempted to overwrite the ships' computer systems.			Unless you have 4 Computer Skill present, place on ship. This ship, and all your other ships of the same class, are attributes all -2. Cure with 6 Computer Skill.
Wind Dancer	Trad_Virtual_b01_OTF_Open_Warp	tngsup_8V	TNG+	8 V	TNG		Dilemma	[P]																Sentry of the Parallax Colony. Only allows those whose hearts are joyous to pass.			To get past, {Lwaxana Troi} must be present OR at least one Away Team member must have: Youth OR Music OR STRENGTH>9.
Alternate Universe Door	Trad_Virtual_b01_OTF_Open_Warp	tngsup_9V	TNG+	9 V	TNG		Doorway																				Place one on table during the seed phase. Door is now open, allowing your [AU] icon cards to enter play. OR Stock in deck and use as follows: Plays to nullify one {Revolving Door} or {Subspace Schism}. (Discard doorway.) OR Allows one ship to pass through {Q-Net}. (Discard doorway.) OR Nullify one {Temporal Rift}, and return doorway to your hand.
Surprise Party	Virtual_b01_OTF_Open_Warp	tngsup_10V	TNG+	10 V	TNG		Event																	Planning Lt. Worf's party was easy; translating "For He's a Jolly Good Fellow" into Klingon was hard. There didn't seem to be a Klingon word for "jolly."			Plays on table. Your opponent may immediately draw up to two cards. At the end of each of your turns, you may draw an extra card. (Unique.)
Search for Weapons	Trad_Virtual_b01_OTF_Open_Warp	tngsup_17V	TNG+	17 V		univ	Mission	[P]	[FED][KLI][CAR][BAJ][FER]					30	Demilitarized Zone Region	Alpha	3			Demilitarized Zone Region;	Demilitarized Zone Region; hand weapon;			Search planet for illegal Maquis arms cache.			OFFICER + Navigation + Treachery May seed hand weapons under here.
